% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=978275, Tue Jun 23 16:51:13 2020, <python>{}</python>
1 8 0.5268255264738066 0 0 0.5027679610177977 0.5625273270258707 0.5571623806350641 0.5005750976229227
2 16 0.5314364862785212 0 0 0.48516097882686343 0.554613400243711 0.5528174313289453 0.5030440322097844
3 24 0.48346501176539236 0 0 0.4349923389714388 0.4864547728532753 0.46169868691663213 0.46448291599348307
4 32 0.602166807903673 0 0 0.5977463051859093 0.6980066295968218 0.516486407899818 0.6187477771734469
5 40 0.6137342070063599 0 0 0.5976543368450454 0.7016199014428123 0.5048297495036659 0.5561071206088342
6 48 0.5388642161807319 0 0 0.489688189305722 0.6241958854456829 0.41140342203070585 0.4632199279667239
7 56 0.4460937064081099 0 0 0.34207902846161364 0.5228481882647709 0.3346127120083467 0.3652611883213038
8 64 0.38848507265837456 0 0 0.3011169501667798 0.42616585390659223 0.25967284902610155 0.30345244039590735
9 72 0.31597184197455264 0 0 0.22575571613313353 0.3250980469263288 0.2097887465369796 0.23866526894719173
10 80 0.3298012034179431 0 0 0.2372090689746632 0.3781135664730743 0.21744161611061477 0.20214619302124082
11 88 0.29777752857747025 0 0 0.19986595144783278 0.325689308686046 0.19137486278058402 0.18147006624470569
12 96 0.27465015932989645 0 0 0.17104796475184314 0.303691477176867 0.1763980840532853 0.15174066200034322
13 104 0.22380364109138107 0 0 0.13749213911546282 0.25588848640478157 0.138929240393191 0.10669118035789155
14 112 0.23287771082263006 0 0 0.13484611977696573 0.2555027457330993 0.16058914392076618 0.12174856535343319
15 120 0.2652822542488475 0 0 0.15295114367712867 0.27957288668594454 0.16329011171708244 0.16658919614012435
16 128 0.32553153829362597 0 0 0.17419619836622938 0.3367109762588582 0.24577458938928248 0.24185470818989518
17 136 0.2948632335366759 0 0 0.1454495473567394 0.3010615659276264 0.20260089962746106 0.2085704593097951
18 144 0.29959632794825464 0 0 0.14704767405640845 0.32895380807611074 0.20606610903184072 0.20949447658395612
19 152 0.2527620165341696 0 0 0.12593484285542533 0.259518581673006 0.1600548384810575 0.1733958470877828
20 160 0.2355782037419642 0 0 0.11148348569712517 0.24010113432974048 0.14119650464182443 0.15743794843576345
21 168 0.19470844477202406 0 0 0.09271153521636781 0.1719467517884438 0.11768964562746108 0.1240709189598849
22 176 0.2023380730872446 0 0 0.0868693972457774 0.1777476064071832 0.13500037319625854 0.14376411573433376
23 184 0.19059712214939062 0 0 0.07075820859289221 0.17685286805865727 0.1192891692622859 0.1337217386242232
24 192 0.15878121550354235 0 0 0.05859054967388555 0.1360439166487623 0.09418328308003142 0.09764988874098773
25 200 0.14351879161618722 0 0 0.05033620547695423 0.10746053352310946 0.08655370714689262 0.09212810304610536
26 208 0.164286112569265 0 0 0.05516435788328053 0.10990898464870835 0.1046461927552795 0.11480819071778284
27 216 0.22299982706977672 0 0 0.07671059948321435 0.1393331494689355 0.14528643295401025 0.16295709955123813
28 224 0.20132601636000017 0 0 0.06824260831926574 0.12351890755287827 0.11480987842421667 0.13652317998320357
29 232 0.19637031710795294 0 0 0.07062435787538437 0.11637807111017069 0.1005465635690307 0.1244101976274798
30 240 0.23157972834710877 0 0 0.08978998416629855 0.1205854077244325 0.11153553646568669 0.15853022181368753
31 248 0.21100917204510475 0 0 0.07901213216826745 0.10836521381450304 0.09554650397599077 0.14679708930874127
32 256 0.17474349598255384 0 0 0.06454662667597974 0.08556445850567838 0.07367266919428347 0.11812727450978511
33 264 0.15397618626821905 0 0 0.056346926213299404 0.06888579913126251 0.0600669789260812 0.09993294728051534
34 272 0.1404415358905869 0 0 0.05238723392575721 0.05228271514040141 0.05450602748862224 0.08826400605143785
