% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=978275, Tue Jun 23 16:51:13 2020, <python>{}</python>
1 8 0.5268255264738066 1.0000375007031337 129.75762275714834 1.2975762275714834e+02 963.4437962845777 inf   
2 16 0.5314364862785212 1.3515771483411374 127.4050417463231 1.2740504174632311e+02 133.24525731979838 inf   
3 24 0.48346501176539236 1.550720702453621 125.2436322295549 1.2524363222955490e+02 300.5953422665291 505.8583370816857   
4 32 0.602166807903673 1.8088297698188365 124.21325844054294 1.2421325844054294e+02 131.04228534967024 323.01454537923087   
5 40 0.6137342070063599 2.063264404892887 124.21325844054294 1.2682130266144614e+02 147.40294904748276 inf   
6 48 0.5388642161807319 1.83180685712882 124.21325844054294 1.2587865146612819e+02 179.11397978961278 389.7856277352092   
7 56 0.4460937064081099 1.739841649528293 124.21325844054294 1.2509634241767209e+02 131.79663483359872 168.26436913439656   
8 64 0.38848507265837456 1.7275774450967503 121.09327235910553 1.2109327235910553e+02 128.42410908162964 184.79243895331496   
9 72 0.31597184197455264 1.8315947367732595 121.09327235910553 1.2201742472179140e+02 131.42292086527974 216.15338921127392   
10 80 0.3298012034179431 1.822341088280481 121.09327235910553 1.2144303760338535e+02 125.02909770024513 133.7365711417953   
11 88 0.29777752857747025 2.011838680313769 121.09327235910553 1.2266475516687881e+02 127.54595606380151 inf   
12 96 0.27465015932989645 2.0322664657790144 121.09327235910553 1.2298839522131107e+02 125.97730965930633 129.24947721120537   
13 104 0.22380364109138107 2.2568568754695093 121.09327235910553 1.2300946655072681e+02 124.55168309228408 128.812120862636   
14 112 0.23287771082263006 2.6939264662329467 121.09327235910553 1.2202131289137665e+02 124.22335994155185 126.36437973259366   
15 120 0.2652822542488475 2.878558179526222 121.09327235910553 1.2256194144517455e+02 123.15127832561535 123.9162506371973   
16 128 0.32553153829362597 3.0377696705855604 121.09327235910553 1.2181179002563741e+02 123.26810462827089 125.04584324001911   
17 136 0.2948632335366759 3.4182373241113866 121.09327235910553 1.2237278224403993e+02 123.30451517166352 175.79426125231447   
18 144 0.29959632794825464 3.727631079089395 120.94775561252483 1.2094775561252483e+02 122.73648215613062 123.88550276388496   
19 152 0.2527620165341696 4.348258135628269 120.51269355887104 1.2051269355887104e+02 123.42455205757071 130.43108961592014   
20 160 0.2355782037419642 4.151875989738694 120.38600450856099 1.2038600450856099e+02 122.09791175914762 126.04843996143173   
21 168 0.19470844477202406 4.366801563183885 120.38600450856099 1.2124492825239430e+02 122.8240517159514 inf   
22 176 0.2023380730872446 4.054207906103089 120.38600450856099 1.2055041182615653e+02 122.15690545984182 122.74639821566859   
23 184 0.19059712214939062 4.918693332085181 120.38600450856099 1.2057094415715669e+02 121.62741103381084 121.96676093605866   
24 192 0.15878121550354235 5.094104657956387 120.38600450856099 1.2047086474028484e+02 121.16398530190152 131.98711455443924   
25 200 0.14351879161618722 4.67243859894712 119.90165418138118 1.1990165418138118e+02 120.59772463350672 130.2388883683306   
26 208 0.164286112569265 4.599757696491248 119.6589044944941 1.1965890449449410e+02 120.55867422650383 123.94725035551524   
27 216 0.22299982706977672 4.625471883867906 119.53429644778764 1.1953429644778764e+02 121.02760750008068 121.65274964915264   
28 224 0.20132601636000017 4.2348851203209 119.53429644778764 1.1962847074657988e+02 121.0919421712759 164.9559101364707   
29 232 0.19637031710795294 4.0581276822024535 119.53429644778764 1.1971736149782207e+02 120.88000940235744 121.78068573142933   
30 240 0.23157972834710877 4.117679077103626 119.53429644778764 1.1958965797118638e+02 120.17513845037045 121.71181613229223   
31 248 0.21100917204510475 4.176774953971055 119.53429644778764 1.2017423498605868e+02 121.82923723054915 125.54939474757091   
32 256 0.17474349598255384 4.507165286162157 119.53429644778764 1.1970454966567404e+02 120.53506498372214 122.85803843461964   
33 264 0.15397618626821905 4.6439650192916675 119.37632174193517 1.1937632174193517e+02 120.08340073500469 124.29491650527426   
34 272 0.1404415358905869 4.434799290060782 119.37632174193517 1.1941188463383112e+02 120.21725077986497 122.53530874144812   
35 280 0.11160520331597093 4.2036286455080125 119.34996672036355 1.1934996672036355e+02 119.54438299291886 119.78095917714406   
36 288 0.08874649945791038 3.9141739387714947 119.28650914605898 1.1928650914605898e+02 119.62160483308234 119.83353613486813   
37 296 0.07815252680592302 3.8718660548844475 119.22606184151637 1.1922606184151637e+02 119.43753719908985 119.53451905908726   
38 304 0.07642408209248529 3.462007690734754 119.18343251112572 1.1918343251112572e+02 119.35765783887875 119.6633281968482   
39 312 0.08158073223592602 4.270835471733512 119.11246791484211 1.1911246791484211e+02 119.27163454590134 119.35612668196981   
40 320 0.0940400717116331 3.9506484858950874 119.10025179216233 1.1910025179216233e+02 119.16575079062277 119.28799936495037   
41 328 0.10280075888046984 3.6445058940543245 119.04625971639227 1.1904625971639227e+02 119.09439661208069 119.48182224818255   
42 336 0.09984098613847635 4.50196647673149 119.00156073129698 1.1900156073129698e+02 119.09046147879562 119.36842233132869   
43 344 0.10296403117021097 4.723960327237156 119.00156073129698 1.1904059506982640e+02 119.07975441953656 119.23088841224244   
44 352 0.11837927886119025 4.588879125006306 118.92611212431461 1.1892611212431461e+02 119.02598400755376 119.35712849680793   
45 360 0.13448382244538937 5.57878924458777 118.79294664466282 1.1879294664466282e+02 119.02070620826754 119.3744032334448   
46 368 0.1706128493612381 6.191854827263588 118.71564420415596 1.1871564420415596e+02 118.93394034020973 119.29111410806797   
47 376 0.2094996969444156 7.413921771907852 118.52257032402122 1.1852257032402122e+02 118.8423428501046 119.6553422283923   
48 384 0.24873743323025513 7.269083756195285 118.52257032402122 1.1854731386965460e+02 118.82828390491865 119.26672998101975   
49 392 0.2506468214480416 7.821666084947584 118.36046804436388 1.1836046804436388e+02 119.3114645294971 121.75683658526846   
50 400 0.21370098912021904 8.740766939382354 118.36046804436388 1.1857988535927663e+02 119.50002493662817 121.0860610150932   
51 408 0.1864943327864701 8.31541267478066 118.36046804436388 1.1844884920021680e+02 119.0472191157515 119.81330605916457   
52 416 0.1687928957144168 9.403609038332476 118.36046804436388 1.1838866992995743e+02 118.59577791099903 118.69877624427784   
53 424 0.21161988015712352 9.82503080769018 118.2511106967 1.1825111069670000e+02 118.70210843583088 119.06929016011492   
54 432 0.20848006098561173 12.227600539841163 118.2511106967 1.1836506766417573e+02 118.62669425265467 120.99887931224782   
55 440 0.18556718386561863 13.0926676417306 118.2511106967 1.1844993086368174e+02 118.68069968724798 119.1609864021778   
56 448 0.16972983935565852 13.860785144585565 118.2511106967 1.1840526802715308e+02 118.63506915215208 119.55982753501048   
57 456 0.1636870067188902 12.231043760543459 118.23388370124022 1.1823388370124022e+02 118.47994934708856 118.98435046276137   
58 464 0.1631927889803868 11.310016146213034 118.1412229915281 1.1814122299152810e+02 118.41288315770245 118.64559643217824   
59 472 0.18808537310961837 11.988395956973074 118.10748663744513 1.1810748663744513e+02 118.29162072398292 118.41468353454444   
60 480 0.19300107822778947 13.393145412806184 118.10748663744513 1.1812655152176130e+02 118.3701295574867 118.52163100610665   
61 488 0.24759243769504732 14.430527150263904 118.0208479646892 1.1802084796468920e+02 118.27330215151017 118.95463862406375   
62 496 0.2914972469077614 16.643833118883972 117.90443112748372 1.1790443112748372e+02 118.13567695480201 118.63274794225916   
63 504 0.32941949538918214 19.85768648334876 117.90443112748372 1.1796113754795212e+02 118.2453213502397 125.20580091894114   
64 512 0.3231587946867931 19.476273423230868 117.90443112748372 1.1791912531975608e+02 118.7981756053966 119.58417290484233   
65 520 0.29539586910374926 21.45467518220002 117.90443112748372 1.1793191597230646e+02 118.29731284678817 119.47226962688252   
